"codcli","Cliente","codven","Comercial","Cidade","status","Vendas","Frequencia","Ult_Compra"
"41714","Cliente_41714","51","Eraldo","RECIFE - PE - Brasil","A","75.00","1","2024-09-28"
"5051","Cliente_5051","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","I","75.00","1","2024-07-14"
"45958","Cliente_45958","48","Flavio","IGARASSU - PE - Brasil","A","75.00","1","2024-12-13"
"46098","Cliente_46098","8","Jonas","ABREU E LIMA - PE - Brasil","A","75.00","1","2024-12-22"
"23398","Cliente_23398","34","Denny","RECIFE - PE - Brasil","A","75.00","1","2024-11-08"
"45407","Cliente_45407","41","Edson","BARREIROS - PE - Brasil","A","75.00","1","2024-10-20"
"38490","Cliente_38490","25","Gilmar","RECIFE - PE - Brasil","A","74.00","1","2025-01-06"
"45013","Cliente_45013","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","74.00","1","2024-09-15"
"21056","Cliente_21056","38","Junior","PAULISTA - PE - Brasil","I","74.00","1","2024-08-17"
"44895","Cliente_44895","25","Gilmar","RECIFE - PE - Brasil","A","74.00","1","2024-09-06"
"27729","Cliente_27729","8","Jonas","RECIFE - PE - Brasil","A","73.00","2","2025-02-02"
"22914","Cliente_22914","41","Edson","RECIFE - PE - Brasil","A","73.00","1","2024-12-22"
"7630","Cliente_7630","41","Edson","OLINDA - PE - Brasil","A","73.00","2","2024-12-08"
"45672","Cliente_45672","34","Denny","PAULISTA - PE - Brasil","A","72.00","1","2024-11-13"
"45860","Cliente_45860","38","Junior","CABO DE SANTO AGOSTINHO - PE - Brasil","A","72.00","1","2024-12-03"
"25363","Cliente_25363","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","72.00","1","2024-10-14"
"31547","Cliente_31547","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","72.00","1","2024-11-08"
"9091","Cliente_9091","28","Rodrigues","ESCADA - PE - Brasil","A","72.00","1","2024-09-20"
"46592","Cliente_46592","34","Denny","MORENO - PE - Brasil","A","72.00","1","2025-02-13"
"15715","Cliente_15715","8","Jonas","CARPINA - PE - Brasil","A","72.00","1","2025-02-05"
"44184","Cliente_44184","34","Denny","RECIFE - PE - Brasil","I","72.00","1","2024-07-04"
"45389","Cliente_45389","34","Denny","RECIFE - PE - Brasil","A","72.00","1","2024-10-19"
"27559","Cliente_27559","25","Gilmar","RECIFE - PE - Brasil","A","72.00","2","2024-11-01"
"25231","Cliente_25231","48","Flavio","RECIFE - PE - Brasil","A","72.00","1","2024-09-30"
"9612","Cliente_9612","16","Adelmo","SAO LOURENCO DA MATA - PE - Brasil","I","72.00","1","2024-08-29"
"46745","Cliente_46745","42","Otavio","CAMARAGIBE - PE - Brasil","A","72.00","2","2025-02-28"
"45770","Cliente_45770","25","Gilmar","CAMARAGIBE - PE - Brasil","A","72.00","1","2024-12-03"
"31223","Cliente_31223","25","Gilmar","CABO DE SANTO AGOSTINHO - PE - Brasil","A","72.00","1","2024-10-27"
"11187","Cliente_11187","42","Otavio","RECIFE - PE - Brasil","A","72.00","1","2024-12-14"
"36997","Cliente_36997","25","Gilmar","VITORIA DE SANTO ANTAO - PE - Brasil","A","72.00","1","2024-12-29"
"6810","Cliente_6810","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","72.00","1","2024-10-04"
"1804","Cliente_1804","42","Otavio","TIMBAUBA - PE - Brasil","A","72.00","1","2024-12-30"
"6359","Cliente_6359","41","Edson","AGUA PRETA - PE - Brasil","I","72.00","1","2024-07-05"
"7728","Cliente_7728","34","Denny","RECIFE - PE - Brasil","A","71.00","2","2024-10-18"
"23270","Cliente_23270","34","Denny","RECIFE - PE - Brasil","A","71.00","1","2024-12-18"
"38138","Cliente_38138","34","Denny","RECIFE - PE - Brasil","A","71.00","3","2024-10-19"
"33258","Cliente_33258","19","Evandro","CABO DE SANTO AGOSTINHO - PE - Brasil","I","70.00","1","2024-07-11"
"10228","Cliente_10228","16","Adelmo","VITORIA DE SANTO ANTAO - PE - Brasil","A","70.00","1","2024-10-26"
"40000","Cliente_40000","34","Denny","RECIFE - PE - Brasil","A","70.00","1","2024-12-28"
"46041","Cliente_46041","16","Adelmo","SAO LOURENCO DA MATA - PE - Brasil","A","70.00","1","2024-12-17"
"45921","Cliente_45921","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2024-12-10"
"14825","Cliente_14825","16","Adelmo","RECIFE - PE - Brasil","A","70.00","1","2024-09-13"
"41379","Cliente_41379","42","Otavio","RECIFE - PE - Brasil","A","70.00","3","2025-02-23"
"14127","Cliente_14127","16","Adelmo","LAGOA DO CARRO - PE - Brasil","A","70.00","1","2024-11-22"
"45106","Cliente_45106","21","Edilson","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2024-09-24"
"45809","Cliente_45809","16","Adelmo","MORENO - PE - Brasil","A","70.00","1","2024-12-16"
"41708","Cliente_41708","38","Junior","CAMARAGIBE - PE - Brasil","I","70.00","1","2024-07-04"
"181232","Cliente_181232","51","Eraldo","OLINDA - PE - Brasil","A","70.00","1","2024-11-23"
"37537","Cliente_37537","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","I","70.00","1","2024-07-13"
"8200","Cliente_8200","28","Rodrigues","GAMELEIRA - PE - Brasil","A","70.00","1","2025-02-18"
"45724","Cliente_45724","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","70.00","1","2024-11-17"
"46201","Cliente_46201","16","Adelmo","PAULISTA - PE - Brasil","A","70.00","1","2025-01-03"
"32463","Cliente_32463","19","Evandro","PAULISTA - PE - Brasil","A","70.00","1","2024-11-10"
"3247","Cliente_3247","34","Denny","RECIFE - PE - Brasil","A","70.00","1","2025-02-24"
"46186","Cliente_46186","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2025-02-11"
"43955","Cliente_43955","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2025-01-03"
"4684","Cliente_4684","19","Evandro","RECIFE - PE - Brasil","I","70.00","3","2024-07-21"
"11028","Cliente_11028","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","70.00","1","2024-11-10"
"44213","Cliente_44213","16","Adelmo","RECIFE - PE - Brasil","I","70.00","1","2024-07-06"
"4212","Cliente_4212","51","Eraldo","RIBEIRAO - PE - Brasil","A","70.00","1","2025-01-08"
"5671","Cliente_5671","42","Otavio","RECIFE - PE - Brasil","I","70.00","1","2024-07-27"
"5140","Cliente_5140","28","Rodrigues","RECIFE - PE - Brasil","I","70.00","1","2024-07-04"
"28574","Cliente_28574","51","Eraldo","BELO JARDIM - PE - Brasil","A","70.00","1","2025-01-20"
"24141","Cliente_24141","38","Junior","RECIFE - PE - Brasil","A","70.00","1","2025-02-12"
"46756","Cliente_46756","41","Edson","CAMARAGIBE - PE - Brasil","A","70.00","1","2025-02-27"
"32813","Cliente_32813","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2025-01-14"
"45627","Cliente_45627","16","Adelmo","LAGOA DO CARRO - PE - Brasil","A","70.00","1","2024-11-08"
"44691","Cliente_44691","25","Gilmar","PAULISTA - PE - Brasil","I","70.00","1","2024-08-17"
"17289","Cliente_17289","51","Eraldo","RECIFE - PE - Brasil","A","70.00","1","2024-10-19"
"8671","Cliente_8671","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","70.00","1","2024-12-18"
"38482","Cliente_38482","42","Otavio","RECIFE - PE - Brasil","A","70.00","1","2024-12-16"
"32251","Cliente_32251","41","Edson","OLINDA - PE - Brasil","A","69.00","2","2025-02-11"
"44851","Cliente_44851","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","I","69.00","1","2024-09-01"
"12784","Cliente_12784","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","I","69.00","1","2024-07-10"
"17927","Cliente_17927","42","Otavio","ITAMBE - PE - Brasil","I","68.00","1","2024-07-31"
"21552","Cliente_21552","8","Jonas","RECIFE - PE - Brasil","A","68.00","1","2024-12-11"
"8596","Cliente_8596","28","Rodrigues","RECIFE - PE - Brasil","I","68.00","1","2024-07-28"
"44245","Cliente_44245","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","I","68.00","1","2024-07-10"
"37135","Cliente_37135","28","Rodrigues","RECIFE - PE - Brasil","A","68.00","2","2024-10-10"
"4015","Cliente_4015","41","Edson","RECIFE - PE - Brasil","I","67.00","1","2024-08-17"
"185297","Cliente_185297","41","Edson","RECIFE - PE - Brasil","I","67.00","1","2024-07-19"
"44269","Cliente_44269","42","Otavio","RECIFE - PE - Brasil","I","66.60","1","2024-07-11"
"45421","Cliente_45421","34","Denny","FERNANDO DE NORONHA - PE - Brasil","A","66.00","1","2024-10-21"
"40598","Cliente_40598","42","Otavio","RECIFE - PE - Brasil","A","66.00","1","2025-01-06"
"4130","Cliente_4130","28","Rodrigues","OLINDA - PE - Brasil","I","66.00","1","2024-07-18"
"44660","Cliente_44660","51","Eraldo","OLINDA - PE - Brasil","I","66.00","1","2024-08-16"
"185627","Cliente_185627","19","Evandro","ABREU E LIMA - PE - Brasil","A","66.00","1","2024-11-10"
"26986","Cliente_26986","3","AdelmoAS","ATIBAIA - SP - Brasil","*","65.47","1","2025-02-28"
"27516","Cliente_27516","48","Flavio","RECIFE - PE - Brasil","A","65.00","1","2024-12-15"
"7751","Cliente_7751","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","65.00","2","2025-02-08"
"46217","Cliente_46217","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","65.00","1","2025-01-04"
"3742","Cliente_3742","34","Denny","RECIFE - PE - Brasil","A","65.00","1","2025-01-15"
"182359","Cliente_182359","25","Gilmar","OLINDA - PE - Brasil","A","65.00","1","2024-11-27"
"32222","Cliente_32222","16","Adelmo","IPOJUCA - PE - Brasil","I","65.00","1","2024-07-04"
"44734","Cliente_44734","25","Gilmar","CABO DE SANTO AGOSTINHO - PE - Brasil","I","65.00","1","2024-08-21"
"45264","Cliente_45264","19","Evandro","RECIFE - PE - Brasil","A","65.00","1","2024-10-07"
"37370","Cliente_37370","48","Flavio","ABREU E LIMA - PE - Brasil","A","65.00","2","2025-02-09"
"38521","Cliente_38521","16","Adelmo","RECIFE - PE - Brasil","A","65.00","1","2024-10-13"
"44998","Cliente_44998","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","65.00","1","2024-09-14"
"46361","Cliente_46361","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","65.00","1","2025-01-19"
"184830","Cliente_184830","51","Eraldo","RECIFE - PE - Brasil","A","65.00","1","2024-11-11"
"40815","Cliente_40815","21","Edilson","RECIFE - PE - Brasil","A","65.00","1","2024-10-27"
"19531","Cliente_19531","16","Adelmo","RECIFE - PE - Brasil","A","65.00","1","2024-11-13"
"46799","Cliente_46799","25","Gilmar","RECIFE - PE - Brasil","A","65.00","1","2025-02-28"
"44481","Cliente_44481","19","Evandro","CABO DE SANTO AGOSTINHO - PE - Brasil","I","65.00","1","2024-07-31"
"42077","Cliente_42077","34","Denny","OLINDA - PE - Brasil","A","65.00","1","2024-09-20"
"44118","Cliente_44118","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","I","65.00","1","2024-07-04"
"5809","Cliente_5809","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","I","65.00","1","2024-08-11"
"3560","Cliente_3560","42","Otavio","RECIFE - PE - Brasil","A","65.00","1","2024-10-10"
"28940","Cliente_28940","51","Eraldo","RECIFE - PE - Brasil","A","65.00","3","2024-10-04"
"43048","Cliente_43048","38","Junior","CABO DE SANTO AGOSTINHO - PE - Brasil","I","65.00","1","2024-08-01"
"44609","Cliente_44609","41","Edson","MACAPARANA - PE - Brasil","I","65.00","1","2024-08-10"
"45466","Cliente_45466","38","Junior","RECIFE - PE - Brasil","A","64.00","1","2024-10-25"
"45143","Cliente_45143","34","Denny","RECIFE - PE - Brasil","A","64.00","1","2024-09-28"
"44358","Cliente_44358","42","Otavio","OLINDA - PE - Brasil","I","64.00","1","2024-07-19"
"38547","Cliente_38547","50","Rocha","RECIFE - PE - Brasil","A","64.00","1","2024-12-25"
"37593","Cliente_37593","28","Rodrigues","RECIFE - PE - Brasil","I","64.00","2","2024-07-22"
"43375","Cliente_43375","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","63.00","2","2025-02-15"
"26146","Cliente_26146","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","I","63.00","2","2024-07-27"
"11044","Cliente_11044","21","Edilson","CABO DE SANTO AGOSTINHO - PE - Brasil","I","63.00","1","2024-07-11"
"6378","Cliente_6378","51","Eraldo","CAMARAGIBE - PE - Brasil","A","62.00","1","2024-10-20"
"18008","Cliente_18008","41","Edson","RECIFE - PE - Brasil","A","62.00","1","2024-09-24"
"46541","Cliente_46541","42","Otavio","RECIFE - PE - Brasil","A","62.00","1","2025-02-09"
"44161","Cliente_44161","34","Denny","RECIFE - PE - Brasil","I","62.00","1","2024-07-03"
"22796","Cliente_22796","42","Otavio","SAO LOURENCO DA MATA - PE - Brasil","A","61.00","2","2024-12-17"
"37995","Cliente_37995","51","Eraldo","RECIFE - PE - Brasil","A","61.00","2","2025-01-14"
"45662","Cliente_45662","50","Rocha","RECIFE - PE - Brasil","A","60.00","1","2024-11-11"
"8872","Cliente_8872","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","60.00","2","2024-12-29"
"23693","Cliente_23693","8","Jonas","MORENO - PE - Brasil","A","60.00","2","2024-09-26"
"29091","Cliente_29091","25","Gilmar","ARCOVERDE - PE - Brasil","A","60.00","1","2025-02-28"
"11259","Cliente_11259","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","I","60.00","1","2024-07-07"
"43341","Cliente_43341","34","Denny","AGUA PRETA - PE - Brasil","I","60.00","1","2024-07-24"
"39512","Cliente_39512","28","Rodrigues","RECIFE - PE - Brasil","A","60.00","2","2024-12-25"
"183180","Cliente_183180","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2025-02-06"
"46410","Cliente_46410","28","Rodrigues","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2025-01-25"
"36734","Cliente_36734","28","Rodrigues","RECIFE - PE - Brasil","A","60.00","1","2024-09-30"
"21769","Cliente_21769","8","Jonas","RECIFE - PE - Brasil","A","60.00","1","2025-02-03"
"31431","Cliente_31431","48","Flavio","RECIFE - PE - Brasil","I","60.00","1","2024-08-28"
"44578","Cliente_44578","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","60.00","2","2024-09-21"
"44829","Cliente_44829","19","Evandro","RECIFE - PE - Brasil","I","60.00","1","2024-08-29"
"13549","Cliente_13549","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","I","60.00","1","2024-07-28"
"36657","Cliente_36657","51","Eraldo","RECIFE - PE - Brasil","A","60.00","1","2025-02-11"
"37692","Cliente_37692","51","Eraldo","RECIFE - PE - Brasil","I","60.00","1","2024-08-17"
"44812","Cliente_44812","51","Eraldo","BELEM DE MARIA - PE - Brasil","I","60.00","1","2024-08-28"
"45876","Cliente_45876","19","Evandro","RECIFE - PE - Brasil","A","60.00","1","2024-12-06"
"15985","Cliente_15985","48","Flavio","RIBEIRAO - PE - Brasil","A","60.00","1","2025-02-20"
"28599","Cliente_28599","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2024-11-25"
"4818","Cliente_4818","51","Eraldo","RECIFE - PE - Brasil","A","60.00","2","2025-01-22"
"3931","Cliente_3931","34","Denny","RECIFE - PE - Brasil","A","60.00","2","2025-01-20"
"34908","Cliente_34908","51","Eraldo","RECIFE - PE - Brasil","A","60.00","1","2024-11-16"
"31175","Cliente_31175","34","Denny","RECIFE - PE - Brasil","A","60.00","1","2025-01-20"
"17262","Cliente_17262","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","I","60.00","1","2024-08-19"
"46452","Cliente_46452","34","Denny","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2025-01-29"
"6924","Cliente_6924","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2024-09-03"
"44600","Cliente_44600","51","Eraldo","PESQUEIRA - PE - Brasil","A","60.00","2","2024-10-30"
"35545","Cliente_35545","8","Jonas","RECIFE - PE - Brasil","A","60.00","1","2024-12-07"
"4088","Cliente_4088","16","Adelmo","RECIFE - PE - Brasil","A","60.00","1","2024-10-31"
"44537","Cliente_44537","16","Adelmo","JABOATAO - PE - Brasil","I","60.00","1","2024-08-04"
"45910","Cliente_45910","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","60.00","1","2024-12-09"
"43280","Cliente_43280","25","Gilmar","OLINDA - PE - Brasil","A","60.00","1","2024-11-03"
"14822","Cliente_14822","51","Eraldo","SANTA RITA - PB - Brasil","I","60.00","1","2024-08-22"
"45663","Cliente_45663","42","Otavio","RECIFE - PE - Brasil","A","60.00","1","2024-11-11"
"25325","Cliente_25325","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","60.00","1","2025-02-25"
"46283","Cliente_46283","51","Eraldo","CAMARAGIBE - PE - Brasil","A","60.00","1","2025-01-11"
"40217","Cliente_40217","34","Denny","RIBEIRAO - PE - Brasil","I","60.00","1","2024-07-27"
"44876","Cliente_44876","8","Jonas","RECIFE - PE - Brasil","A","60.00","1","2024-09-03"
"39337","Cliente_39337","28","Rodrigues","RECIFE - PE - Brasil","I","60.00","1","2024-07-25"
"10725","Cliente_10725","48","Flavio","NAZARE DA MATA - PE - Brasil","A","60.00","1","2025-02-05"
"45528","Cliente_45528","28","Rodrigues","SANTA MARIA DO CAMBUCA - PE - Brasil","A","60.00","1","2024-10-31"
"22457","Cliente_22457","8","Jonas","SAO VICENTE FERRER - PE - Brasil","I","60.00","1","2024-08-16"
"45928","Cliente_45928","8","Jonas","RECIFE - PE - Brasil","A","60.00","1","2024-12-10"
"46718","Cliente_46718","42","Otavio","RECIFE - PE - Brasil","A","60.00","1","2025-02-24"
"46102","Cliente_46102","34","Denny","RECIFE - PE - Brasil","A","60.00","1","2024-12-23"
"8049","Cliente_8049","16","Adelmo","RECIFE - PE - Brasil","A","60.00","1","2025-01-08"
"45454","Cliente_45454","28","Rodrigues","IPOJUCA - PE - Brasil","A","60.00","1","2024-10-24"
"181134","Cliente_181134","28","Rodrigues","SAO VICENTE FERRER - PE - Brasil","I","60.00","1","2024-07-04"
"44843","Cliente_44843","48","Flavio","IPOJUCA - PE - Brasil","I","60.00","1","2024-08-30"
"9379","Cliente_9379","41","Edson","RIBEIRAO - PE - Brasil","I","60.00","1","2024-08-01"
"10834","Cliente_10834","8","Jonas","CAAPORA - PB - Brasil","A","60.00","1","2025-02-10"
"46701","Cliente_46701","25","Gilmar","PAULISTA - PE - Brasil","A","60.00","1","2025-02-23"
"45301","Cliente_45301","38","Junior","RECIFE - PE - Brasil","A","60.00","1","2024-10-11"
"4458","Cliente_4458","19","Evandro","RECIFE - PE - Brasil","A","60.00","1","2025-01-05"
"14856","Cliente_14856","48","Flavio","RECIFE - PE - Brasil","A","60.00","1","2024-09-14"
"26453","Cliente_26453","28","Rodrigues","SURUBIM - PE - Brasil","A","60.00","1","2024-10-10"
"44739","Cliente_44739","26","Carlos Augusto","PAUDALHO - PE - Brasil","I","60.00","1","2024-08-21"
"18917","Cliente_18917","28","Rodrigues","RECIFE - PE - Brasil","A","60.00","1","2024-11-14"
"6247","Cliente_6247","16","Adelmo","CAMARAGIBE - PE - Brasil","A","60.00","1","2025-02-04"
"21840","Cliente_21840","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","60.00","1","2025-02-27"
"40704","Cliente_40704","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","60.00","1","2024-09-22"
"12778","Cliente_12778","16","Adelmo","RECIFE - PE - Brasil","A","60.00","1","2024-11-09"
"8077","Cliente_8077","41","Edson","ABREU E LIMA - PE - Brasil","A","59.00","1","2024-12-09"
"45483","Cliente_45483","28","Rodrigues","RECIFE - PE - Brasil","A","58.00","1","2024-10-27"
"9287","Cliente_9287","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","58.00","1","2024-11-11"
"23798","Cliente_23798","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","58.00","3","2024-10-26"
"44409","Cliente_44409","41","Edson","ESCADA - PE - Brasil","I","58.00","1","2024-07-24"
"45728","Cliente_45728","48","Flavio","RECIFE - PE - Brasil","A","58.00","1","2024-11-17"
"40991","Cliente_40991","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","A","58.00","1","2025-02-28"
"38293","Cliente_38293","42","Otavio","RECIFE - PE - Brasil","A","58.00","3","2024-11-22"
"46737","Cliente_46737","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","58.00","1","2025-02-26"
"32337","Cliente_32337","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","57.00","1","2024-10-09"
"7573","Cliente_7573","38","Junior","RECIFE - PE - Brasil","A","57.00","2","2024-10-31"
"4097","Cliente_4097","42","Otavio","BARREIROS - PE - Brasil","A","57.00","1","2024-11-27"
"39599","Cliente_39599","28","Rodrigues","RECIFE - PE - Brasil","A","57.00","1","2024-10-06"
"4044","Cliente_4044","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","57.00","1","2024-10-20"
"160434","Cliente_160434","26","Carlos Augusto","SANTA RITA - PB - Brasil","A","56.01","1","2025-02-09"
"34641","Cliente_34641","25","Gilmar","RECIFE - PE - Brasil","A","56.00","1","2025-02-09"
"46359","Cliente_46359","8","Jonas","PAULISTA - PE - Brasil","A","56.00","1","2025-01-18"
"42778","Cliente_42778","42","Otavio","OLINDA - PE - Brasil","I","56.00","1","2024-07-17"
"45299","Cliente_45299","41","Edson","RECIFE - PE - Brasil","A","56.00","1","2024-10-11"
"710","Cliente_710","38","Junior","IPOJUCA - PE - Brasil","A","56.00","1","2024-12-13"
"40685","Cliente_40685","41","Edson","OLINDA - PE - Brasil","A","56.00","1","2024-11-02"
"42593","Cliente_42593","38","Junior","RECIFE - PE - Brasil","A","56.00","1","2024-10-31"
"3934","Cliente_3934","50","Rocha","RECIFE - PE - Brasil","A","56.00","1","2024-11-08"
"468","Cliente_468","42","Otavio","RECIFE - PE - Brasil","I","56.00","2","2024-07-07"
"45017","Cliente_45017","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","56.00","1","2024-09-15"
"46576","Cliente_46576","41","Edson","IGARASSU - PE - Brasil","A","55.00","1","2025-02-11"
"35456","Cliente_35456","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","55.00","1","2024-11-09"
"45533","Cliente_45533","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","55.00","1","2024-10-31"
"44267","Cliente_44267","42","Otavio","CARPINA - PE - Brasil","I","55.00","1","2024-07-11"
"32710","Cliente_32710","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","55.00","1","2024-11-27"
"2531","Cliente_2531","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","I","55.00","1","2024-08-18"
"44916","Cliente_44916","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","55.00","1","2024-09-07"
"18350","Cliente_18350","34","Denny","RECIFE - PE - Brasil","A","55.00","2","2024-12-23"
"34661","Cliente_34661","19","Evandro","SIRINHAEM - PE - Brasil","A","55.00","1","2025-01-25"
"5231","Cliente_5231","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","55.00","1","2024-11-23"
"15345","Cliente_15345","25","Gilmar","RECIFE - PE - Brasil","I","55.00","1","2024-08-23"
"30095","Cliente_30095","16","Adelmo","RECIFE - PE - Brasil","A","55.00","2","2024-12-28"
"34162","Cliente_34162","28","Rodrigues","RECIFE - PE - Brasil","A","55.00","1","2024-11-01"
"25653","Cliente_25653","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","I","55.00","1","2024-07-17"
"44234","Cliente_44234","48","Flavio","RECIFE - PE - Brasil","I","55.00","1","2024-07-08"
"45151","Cliente_45151","8","Jonas","RECIFE - PE - Brasil","A","55.00","1","2024-09-28"
"3254","Cliente_3254","28","Rodrigues","BARREIROS - PE - Brasil","A","55.00","1","2025-02-08"
"41287","Cliente_41287","8","Jonas","ABREU E LIMA - PE - Brasil","I","55.00","1","2024-07-05"
"9257","Cliente_9257","21","Edilson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","55.00","1","2025-01-15"
"44432","Cliente_44432","34","Denny","RECIFE - PE - Brasil","I","55.00","1","2024-07-26"
"17332","Cliente_17332","28","Rodrigues","RECIFE - PE - Brasil","I","55.00","1","2024-08-16"
"45820","Cliente_45820","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","55.00","1","2024-12-01"
"19545","Cliente_19545","38","Junior","RECIFE - PE - Brasil","A","55.00","1","2025-02-13"
"17637","Cliente_17637","28","Rodrigues","RECIFE - PE - Brasil","A","55.00","1","2024-12-15"
"31192","Cliente_31192","8","Jonas","RECIFE - PE - Brasil","A","55.00","2","2025-02-10"
"44437","Cliente_44437","8","Jonas","RECIFE - PE - Brasil","A","55.00","1","2024-09-29"
"42480","Cliente_42480","19","Evandro","RECIFE - PE - Brasil","I","55.00","1","2024-07-28"
"7738","Cliente_7738","48","Flavio","SAO JOSE DA COROA GRANDE - PE - Brasil","A","55.00","1","2025-02-19"
"25310","Cliente_25310","25","Gilmar","ABREU E LIMA - PE - Brasil","A","55.00","1","2024-12-07"
"18074","Cliente_18074","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","55.00","1","2025-01-03"
"45271","Cliente_45271","28","Rodrigues","LIMOEIRO - PE - Brasil","A","55.00","1","2024-10-09"
"45831","Cliente_45831","28","Rodrigues","PAULISTA - PE - Brasil","A","55.00","1","2024-12-01"
"32371","Cliente_32371","25","Gilmar","RECIFE - PE - Brasil","I","55.00","1","2024-08-29"
"46623","Cliente_46623","31","Sergio","RECIFE - PE - Brasil","A","55.00","1","2025-02-17"
"21545","Cliente_21545","41","Edson","TIMBAUBA - PE - Brasil","A","54.00","1","2024-12-31"
"45674","Cliente_45674","34","Denny","RECIFE - PE - Brasil","A","54.00","1","2024-11-13"
"44397","Cliente_44397","8","Jonas","OLINDA - PE - Brasil","A","54.00","1","2024-10-26"
"46260","Cliente_46260","42","Otavio","SIRINHAEM - PE - Brasil","A","54.00","1","2025-01-08"
"37865","Cliente_37865","41","Edson","RECIFE - PE - Brasil","I","54.00","1","2024-07-20"
"38620","Cliente_38620","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","53.00","1","2024-09-26"
"39161","Cliente_39161","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","I","53.00","1","2024-07-28"
"24363","Cliente_24363","34","Denny","RECIFE - PE - Brasil","A","53.00","2","2024-12-02"
"44638","Cliente_44638","34","Denny","PAULISTA - PE - Brasil","I","52.00","1","2024-08-12"
"24600","Cliente_24600","41","Edson","RECIFE - PE - Brasil","A","52.00","1","2024-10-09"
"46084","Cliente_46084","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","52.00","1","2024-12-21"
"42034","Cliente_42034","42","Otavio","RECIFE - PE - Brasil","A","52.00","1","2024-12-10"
"40090","Cliente_40090","38","Junior","RECIFE - PE - Brasil","A","52.00","1","2024-09-09"
"44866","Cliente_44866","42","Otavio","RECIFE - PE - Brasil","I","52.00","1","2024-09-02"
